Report generated on: 09-19-2020 19:43:49
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"","electricity installed capacity (million kW)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.117-7-NAM-MK.A","        Namibia","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-NRU-MK.A","        Nauru","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-NPL-MK.A","        Nepal","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-NLD-MK.A","        Netherlands","","","","","","","","","","","","","","","","","","","","","0.046","0.046","0.059","0.067","0.072","0.072","0.072","0.072","0.072","0.072","0.071","0.071","0.057","0.038","0.041","0.037","0.037","0.037","0.037",""
"INTL.117-7-NLDA-MK.A","        Netherlands Antilles","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-NCL-MK.A","        New Caledonia","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-NZL-MK.A","        New Zealand","","","","","","","","","","","","","","","","","","","","","0","0","0.019","0.019","0.019","0.021","0.021","0.021","0.021","0.019","0.019","0.019","0.019","0.016","0.016","0.016","0.016","0.016","0.016",""
"INTL.117-7-NIC-MK.A","        Nicaragua","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-NER-MK.A","        Niger","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-NGA-MK.A","        Nigeria","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-NIU-MK.A","        Niue","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-PRK-MK.A","        North Korea","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-MKD-MK.A","        North Macedonia","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-MNP-MK.A","        Northern Mariana Islands","","","","","","","","","","","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.117-7-NOR-MK.A","        Norway","","","","","","","","","","","","","","","","","","","","","0","0","0.029","0.028","0.028","0.028","0.035","0.035","0.035","0.035","0.035","0.035","0.035","0.035","0.035","0.035","0.035","0.035","0.035",""
"INTL.117-7-OMN-MK.A","        Oman","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-PAK-MK.A","        Pakistan","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-PSE-MK.A","        Palestinian Territories","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-PAN-MK.A","        Panama","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-PNG-MK.A","        Papua New Guinea","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-PRY-MK.A","        Paraguay","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-PER-MK.A","        Peru","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-PHL-MK.A","        Philippines","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-POL-MK.A","        Poland","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0.03","0.038","0.038","0.032","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002",""
"INTL.117-7-PRT-MK.A","        Portugal","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0.0003","0.0003","0.001","0","0","0","0",""
"INTL.117-7-PRI-MK.A","        Puerto Rico","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-QAT-MK.A","        Qatar","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-REU-MK.A","        Reunion","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-ROU-MK.A","        Romania","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-RUS-MK.A","        Russia","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","0.0004","0.0004","0.0004","0.0004","0.0004","0.0004","0.0004","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002",""
"INTL.117-7-RWA-MK.A","        Rwanda","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-SHN-MK.A","        Saint Helena","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-KNA-MK.A","        Saint Kitts and Nevis","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-LCA-MK.A","        Saint Lucia","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-SPM-MK.A","        Saint Pierre and Miquelon","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-VCT-MK.A","        Saint Vincent/Grenadines","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-WSM-MK.A","        Samoa","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-STP-MK.A","        Sao Tome and Principe","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-SAU-MK.A","        Saudi Arabia","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-SEN-MK.A","        Senegal","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-SRB-MK.A","        Serbia","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-SYC-MK.A","        Seychelles","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-SLE-MK.A","        Sierra Leone","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-SGP-MK.A","        Singapore","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-SVK-MK.A","        Slovakia","--","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","0","0.013","0.01","0.01","0.01","0.01","0.01","0.019","0.019","0.019","0.019","0.019","0.019","0.025","0.025","0.03","0.032","0.031","0.031",""
"INTL.117-7-SVN-MK.A","        Slovenia","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-SLB-MK.A","        Solomon Islands","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-SOM-MK.A","        Somalia","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-ZAF-MK.A","        South Africa","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-KOR-MK.A","        South Korea","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0.001","0.001","0.001","0.001","0.022","0.038","0.058","0.089","0.384","0.419","0.434","0.474","0.506","0.51",""
"INTL.117-7-SSD-MK.A","        South Sudan","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0",""
"INTL.117-7-ESP-MK.A","        Spain","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0.0003","0.0003","0.0003","0.0003","0.0003","0.005","0.005","0.005",""
"INTL.117-7-LKA-MK.A","        Sri Lanka","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-SDN-MK.A","        Sudan","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-SUR-MK.A","        Suriname","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-SWE-MK.A","        Sweden","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-CHE-MK.A","        Switzerland","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-SYR-MK.A","        Syria","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-TWN-MK.A","        Taiwan","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-TJK-MK.A","        Tajikistan","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-TZA-MK.A","        Tanzania","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-THA-MK.A","        Thailand","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-BHS-MK.A","        The Bahamas","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-TLS-MK.A","        Timor-Leste","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-TGO-MK.A","        Togo","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-TON-MK.A","        Tonga","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-TTO-MK.A","        Trinidad and Tobago","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-TUN-MK.A","        Tunisia","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-TUR-MK.A","        Turkey","","","","","","","","","","","","","","","","","","","","","0.014","0.014","0.014","0.022","0.022","0.022","0.022","0.022","0.022","0.022","0.022","0.022","0.022","0.058","0.072","0.093","0.133","0.165","0.165",""
"INTL.117-7-TKM-MK.A","        Turkmenistan","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-TCA-MK.A","        Turks and Caicos Islands","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-TUV-MK.A","        Tuvalu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","NA"
"INTL.117-7-USIQ-MK.A","        U.S. Pacific Islands","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"none","        U.S. Territories","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.117-7-VIR-MK.A","        U.S. Virgin Islands","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-UGA-MK.A","        Uganda","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-UKR-MK.A","        Ukraine","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-ARE-MK.A","        United Arab Emirates","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.117-7-GBR-MK.A","        United Kingdom","","","","","","","","","","","","","","","","","","","","","0.001","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.001","0.004","0.004","0.009","0.008","0.009","0.009","0.013","0.018","0.02",""
"INTL.117-7-USA-MK.A","        United States","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
